count_commentators,count_editions,count_bibentries,count_lines,html
0,0,0,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Even so, the later phases.&nbsp;.&nbsp;. handle archetypes of serious and compelling authority, including language involving purgatory, hell, deliverance (p. 43) (the bark Expedition [<a href=""#tln_1220"" class=""ref lb"">1220</a>] that S. Antipholus cannot get to and the devil&rsquo;s dam [<a href=""#tln_1234"" class=""ref lb"">1234</a>], the Courtesan). Hell, however comically rendered, is the motif of Act IV. It is a nightmare, a bondage from which the captive actors struggle to be free.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_freb1991"" class=""ref bibl"">Freedman</a> (1991, pp. 80 ff.) abandons her two earlier attempts to find unity in the play&rsquo;s patterns of crime-punishment-forgiveness and debt-payment-redemption [that] assert narrative logic, making <i>Err.</i> a play unified by an allegorical structure: Since we have been unable to find a means of uniting these plots&mdash;and yet we sense their connection&mdash;our own readings display this sense of uncanny connections anticipated and yet denied..&nbsp;.&nbsp;. The project of reading <i>The Comedy of Errors</i> reveals how the identity of the literary work, like the identity of the subject, is uncanny <i>precisely because of its awareness of its failure to capture awareness</i>..&nbsp;.&nbsp;. A full articulation of the play&rsquo;s levels of self-awareness is impossible&mdash;and this may well be the point.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_entl1995"" class=""ref bibl"">Enterline</a> (1995, pp. 191, 195, 200&ndash;1, 204&ndash;6, 209, 224&ndash;5): In <i>Err.</i> Shakespeare vacillates between presenting the self as an acquired and as an inherent property. This ambiguous self.&nbsp;.&nbsp;. is caught up in specifically linguistic dilemmas that require an enormous amount of social vigilance to keep in order..&nbsp;.&nbsp;. </p>"
0,0,0,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">The agent for discovering identity is the mother Aemilia who verifies as other the child&rsquo;s recognition of himself in the mirror. (P. 206): What matters is less what she says [mighty Duke, <i>behold</i> a man much wronged (<a href=""#tln_1813"" class=""ref lb"">1813&ndash;14</a>)]&mdash;since no one subject in the play knows the answer until such knowledge is produced by the moment of the twins&rsquo; pairing&mdash;than <i>the mere fact of her presence</i>. Her act of bringing the Syracusan twin on stage with his mirroring brother.&nbsp;.&nbsp;. begins to set the morning story right ([<a href=""#tln_1832"" class=""ref lb"">1832</a>]).</p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Reestablishing an ordered identity for both sets of twins requires an (p. 209) imposition of hierarchical subordination in S. Antipholus&rsquo;s I am your master, Dromio (<a href=""#tln_1903"" class=""ref lb"">1903</a>). But the Dromios subvert that resolution. The other brothers do not joyfully speak to each other as lost fellows as their servants do. They avoid the mirrored relationship between fellows, and thus the dialectical fictions producing the identity that Antipholus of Syracuse once sought in order to find himself. This evasion, I propose, occurs because the Dromios reveal that the mirroring exchange is a never-ending process rather than a closed book.</p>"
0,0,0,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Modern readers may be puzzled as to why the question of incest appears at all, since sleeping with one&rsquo;s brother&rsquo;s wife has long since lost its taboo, though not its status as adultery. The <i>OED</i> definition, The crime of sexual intercourse or cohabitation within the degrees within which marriage is prohibited, has as its last citation one dated 1868, and the phrase within the degrees blurs the old canon law statements of degrees of consanguinity and of affinity (relation by marriage). Canon law in Sh.&rsquo;s day, and for long thereafter, prohibited a man&rsquo;s <i>marrying</i> his deceased (or divorced) brother&rsquo;s wife; thus by definition S. Antipholus commits incest if he has intercourse with Adriana. This prohibition is based on Lev. 18, which forbids intercourse outside of marriage in this relationship. A Table of Prohibited Degrees was published in 1563 by Archbishop Parker and became Canon 99 in 1603, which specifically says that such marriages are incestuous. See n. <a href=""#cn_0651a"" class=""ref note_cn"">651&ndash;745</a>.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_gerg1863"" class=""ref bibl"">Gervinus</a> (1849&ndash;50; 1863, 1:187&ndash;9): To avoid the improbabilities found in the sources from which he drew, is everywhere else an effort, which characterizes most strictly Shakespeare&rsquo;s knowledge of human nature; here, in the plot of the play, there is hardly a trace of this effort to be found..&nbsp;.&nbsp;. </p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_holk1950"" class=""ref bibl"">Holzknecht</a> (1950, p. 252): Heartache in comedy only makes more great the joy of its removal. &AElig;geon&rsquo;s hard luck.&nbsp;.&nbsp;. may have either of two ends; we have little doubt as to which it will be as we watch the play. But the misfortunes of &AElig;geon&rsquo;s family and the death-sentence which hangs over him form a dark framework for the bright, variegated colors of the farcical misfortunes in the mix-ups of the twins.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_scom1982"" class=""ref bibl"">Scott</a> (1982, p. 4): Shakespeare in this farce is not greatly concerned with what we now might see as the absurdists&rsquo; metaphysical ethic, but his dramatic score.&nbsp;.&nbsp;. does employ similar vacuous activities in order to illustrate the loneliness of man devoid of roots whether they be in the context of father, mother, brother or wife. The individual&rsquo;s separation from the family is his absurdity and it is this which finds central expression in the play&rsquo;s portrayal of the Antipholus of Ephesus&ndash;Adriana relationship.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_slic1993"" class=""ref bibl"">Slights</a> (1993, pp. 4&ndash;5, 13&ndash;15, 22&ndash;3): My object is to explore how the ten comedies from <i>The Comedy of Errors</i> through <i>Twelfth Night</i> represent the problems and satisfactions of people living together in an ordered commonwealth..&nbsp;.&nbsp;. </p>"
0,0,0,2,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Although Egeon protests that the world of physical nature is unjust and merciless, he does not perceive it as random or chaotic. He registers no surprise or awe at the ocean storm that began his misfortune, recalling matter-of-factly: [quotes <a href=""#tln_0066"" class=""ref lb"">66&ndash;8</a>]. As the waves obeyed the wind, so the people in their makeshift boat were obedient to the stream ([<a href=""#tln_0089"" class=""ref lb"">89</a>]) until the more powerful sun dispersed the storm and calmed the seas. Egeon assumes that the physical world follows its own laws by which the inferior is obedient to the superior. Everyone survived, establishing stable lives. In an orderly society people can protect themselves and establish control over nature. Thus when Egeon&rsquo;s search for his family brings him to Ephesus, he defers without protest to Ephesian authority. Solinus sentences him, not from tyrannical power, but by application of the law.</p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">The comic mistakings are located in this social world, as are the losses of identity when the individual is separated from society, as in S. Antipholus&rsquo;s drop of water speech (<a href=""#tln_0199"" class=""ref lb"">199&ndash;202</a>). (P. 22): A complex picture of the strength and fragility of the human relationships that constitute society emerges from these confusions. The complications of plot pit the individual characters&rsquo; sense of themselves as unique and irreplaceable against their dependence on other people for their sense of who they are and against the fact that to other people they are indistinguishable from each other..&nbsp;.&nbsp;. </p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">The debate between the sisters on the wife&rsquo;s equality with her husband leads to extended comment. <a href=""#b_dusj1975"" class=""ref bibl"">Dusinberre</a> (1975, pp. 78&ndash;80, 82&ndash;3, 102&ndash;3) sees the debate as part of the Reformation&rsquo;s argument that the old doctrine of a wife&rsquo;s subservience accorded ill with the obligations of matrimony: When the Puritans set themselves to change the old idea of male authority over women, they carried with them the dramatists, already nourished on a Renaissance fascination with the whole question of authority and the individual.</p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">But the official position of obedience is found in the Homily Concerning Good Order and Obedience to Rulers and Magistrates, where wives are part of a comprehensive list of those who must show obedience, lest chaos return again. (P. 80): Luciana describes to Adriana what the queen wished every subject to know, that subjection to authority is part of the divinely appointed order of Nature: [quotes <a href=""#tln_0289"" class=""ref lb"">289&ndash;99</a>]..&nbsp;.&nbsp;. </p>"
0,0,0,1,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">[<i>82</i>] Adriana retorts to her sister that she is not married&mdash;nor, with sisterly acid, likely to be..&nbsp;.&nbsp;. Adriana knew that her question [see <a href=""#tln_0284"" class=""ref lb"">284</a>] about liberty was worth a better answer. If women were spiritually equal to men the questions about their subjection would have.&nbsp;.&nbsp;. to be rephrased, and this is exactly what the Puritans set themselves to do in their sermons and domestic conduct books..&nbsp;.&nbsp;. </p>"
0,0,0,3,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">[<i>102</i>] Unity, in Puritan eyes, conferred on man and wife an equal division of labour. Both are responsible as individuals for their joint identity as a couple. Adriana attacks her husband for a way of life he would not tolerate in her. He has divided the sacred union between them: [quotes <a href=""#tln_0514"" class=""ref lb"">514&ndash;18</a>, <a href=""#tln_0525"" class=""ref lb"">525&ndash;33</a>, <a href=""#tln_0535"" class=""ref lb"">535&ndash;41</a>]. [<i>103</i>] Her ideology is the one which determined the Puritan attack on the double standard.</p>"
