n,count_commentators,count_lines,text
1281,8,9,"<dl><dt><span class=""line"" id=""tln_1281-speech"">An.</span></dt><dd><p class=""speech""> <span class=""line"" id=""tln_1281"">Feare me not man, I will not breake away, </span><span class=""line"" id=""tln_1282"">Ile giue thee ere I leaue thee so much money </span><span class=""line"" id=""tln_1283"">To warrant thee as I am rested for. </span><span class=""line"" id=""tln_1284"">My wife is in a wayward moode to day, </span><span class=""line"" id=""tln_1285"">And will not lightly trust the Messenger, </span><span class=""line"" id=""tln_1286"">That I should be attach&rsquo;d in Ephesus, </span><span class=""line"" id=""tln_1287"">I tell you &rsquo;twill sound harshly in her eares. </span><span class=""line"" id=""tln_1288""><p><span class=""stage"">Enter Dromio Eph. with a ropes end.</span></p></span><span class=""line"" id=""tln_1289"">Heere comes my Man, I thinke he brings the monie. </span><span class=""line"" id=""tln_1290"">How now sir? Haue you that I sent you for?</span></p></dd></dl>"
1291,2,0,"<dl><dt><span class=""line"" id=""tln_1291-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1291"">Here&rsquo;s that I warrant you will pay them all.</span></p></dd></dl>"
1292,2,0,"<dl><dt><span class=""line"" id=""tln_1292-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1292"">But where&rsquo;s the Money?</span></p></dd></dl>"
1293,4,0,"<dl><dt><span class=""line"" id=""tln_1293-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1293"">Why sir, I gaue the Monie for the Rope.</span></p></dd></dl>"
1294,4,0,"<dl><dt><span class=""line"" id=""tln_1294-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1294"">Fiue hundred Duckets villaine for a rope?</span></p></dd></dl>"
1295,0,0,"<dl><dt><span class=""line"" id=""tln_1295-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1295"">Ile serue you sir fiue hundred at the rate.</span></p></dd></dl>"
1296,1,0,"<dl><dt><span class=""line"" id=""tln_1296-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1296"">To what end did I bid thee hie thee home?</span></p></dd></dl>"
1297,2,1,"<dl><dt><span class=""line"" id=""tln_1297-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1297"">To a ropes end sir, and to that end am I re-&shy; </span><span class=""line"" id=""tln_1298"">turn&rsquo;d.</span></p></dd></dl>"
1299,0,0,"<dl><dt><span class=""line"" id=""tln_1299-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1299"">And to that end sir, I will welcome you.</span></p></dd></dl>"
1300,3,0,"<dl><dt><span class=""line"" id=""tln_1300-speech"">Offi.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1300"">Good sir be patient.</span></p></dd></dl>"
1301,4,1,"<dl><dt><span class=""line"" id=""tln_1301-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1301"">Nay &rsquo;tis for me to be patient, I am in aduer-&shy; </span><span class=""line"" id=""tln_1302"">sitie.</span></p></dd></dl>"
1303,1,0,"<dl><dt><span class=""line"" id=""tln_1303-speech"">Offi.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1303"">Good now hold thy tongue.</span></p></dd></dl>"
1304,0,0,"<dl><dt><span class=""line"" id=""tln_1304-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1304"">Nay, rather perswade him to hold his hands.</span></p></dd></dl>"
1305,2,0,"<dl><dt><span class=""line"" id=""tln_1305-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1305"">Thou whoreson senselesse Villaine.</span></p></dd></dl>"
1306,1,1,"<dl><dt><span class=""line"" id=""tln_1306-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1306"">I would I were senselesse sir, that I might </span><span class=""line"" id=""tln_1307"">not feele your blowes.</span></p></dd></dl>"
1308,2,1,"<dl><dt><span class=""line"" id=""tln_1308-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1308"">Thou art sensible in nothing but blowes, and </span><span class=""line"" id=""tln_1309"">so is an Asse.</span></p></dd></dl>"
1310,18,10,"<dl><dt><span class=""line"" id=""tln_1310-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1310"">I am an Asse indeede, you may prooue it by </span><span class=""line"" id=""tln_1311"">my long eares. I haue serued him from the houre of my </span><span class=""line"" id=""tln_1312"">Natiuitie to this instant, and haue nothing at his hands </span><span class=""line"" id=""tln_1313"">for my seruice but blowes. When I am cold, he heates </span><span class=""line"" id=""tln_1314"">me with beating: when I am warme, he cooles me with </span><span class=""line"" id=""tln_1315"">beating: I am wak&rsquo;d with it when I sleepe, rais&rsquo;d with </span><span class=""line"" id=""tln_1316"">it when I sit, driuen out of doores with it when I goe </span><span class=""line"" id=""tln_1317"">from home, welcom&rsquo;d home with it when I returne, nay </span><span class=""line"" id=""tln_1318"">I beare it on my shoulders, as a begger woont her brat: </span><span class=""line"" id=""tln_1319"">and I thinke when he hath lam&rsquo;d me, I shall begge with </span><span class=""line"" id=""tln_1320"">it from doore to doore.</span></p></dd></dl>"
1323,1,1,"<dl><dt><span class=""line"" id=""tln_1323-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1323"">Come goe along, my wife is comming yon-&shy; </span><span class=""line"" id=""tln_1324"">der.</span></p></dd></dl>"
1325,16,1,"<dl><dt><span class=""line"" id=""tln_1325-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""foreign"">respice finem</span>, respect your end, or ra-&shy; <span class=""line"" id=""tln_1325"">Mistris </span><span class=""line"" id=""tln_1326"">ther the prophesie like the Parrat, beware the ropes end.</span></p></dd></dl>"
1327,13,0,"<dl><dt><span class=""line"" id=""tln_1327-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1327"">Wilt thou still talke?</span></p></dd></dl>"
1328,0,0,"<dl><dt><span class=""line"" id=""tln_1328-speech"">Curt.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1328"">How say you now? Is not your husband mad?</span></p></dd></dl>"
1329,11,3,"<dl><dt><span class=""line"" id=""tln_1329-speech"">Adri.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1329"">His inciuility confirmes no lesse: </span><span class=""line"" id=""tln_1330"">Good Doctor Pinch, you are a Coniurer, </span><span class=""line"" id=""tln_1331"">Establish him in his true sence againe, </span><span class=""line"" id=""tln_1332"">And I will please you what you will demand.</span></p></dd></dl>"
1333,2,0,"<dl><dt><span class=""line"" id=""tln_1333-speech"">Luc.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1333"">Alas how fiery, and how sharpe he lookes.</span></p></dd></dl>"
1334,3,0,"<dl><dt><span class=""line"" id=""tln_1334-speech"">Cur.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1334"">Marke, how he trembles in his extasie.</span></p></dd></dl>"
1335,3,1,"<dl><dt><span class=""line"" id=""tln_1335-speech"">Pinch.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1335"">Giue me your hand, and let mee feele your </span><span class=""line"" id=""tln_1336"">pulse.</span></p></dd></dl>"
1337,0,0,"<dl><dt><span class=""line"" id=""tln_1337-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1337"">There is my hand, and let it feele your eare.</span></p></dd></dl>"
1338,10,3,"<dl><dt><span class=""line"" id=""tln_1338-speech"">Pinch.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1338"">I charge thee Sathan, hous&rsquo;d within this man, </span><span class=""line"" id=""tln_1339"">To yeeld possession to my holie praiers, </span><span class=""line"" id=""tln_1340"">And to thy state of darknesse hie thee straight, </span><span class=""line"" id=""tln_1341"">I coniure thee by all the Saints in heauen.</span></p></dd></dl>"
1342,0,0,"<dl><dt><span class=""line"" id=""tln_1342-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1342"">Peace doting wizard, peace; I am not mad.</span></p></dd></dl>"
1343,4,0,"<dl><dt><span class=""line"" id=""tln_1343-speech"">Adr.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1343"">Oh that thou wer&rsquo;t not, poore distressed soule.</span></p></dd></dl>"
1344,6,4,"<dl><dt><span class=""line"" id=""tln_1344-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1344"">You Minion you, are these your Customers? </span><span class=""line"" id=""tln_1345"">Did this Companion with the saffron face </span><span class=""line"" id=""tln_1346"">Reuell and feast it at my house to day, </span><span class=""line"" id=""tln_1347"">Whil&rsquo;st vpon me the guiltie doores were shut, </span><span class=""line"" id=""tln_1348"">And I denied to enter in my house.</span></p></dd></dl>"
1349,4,2,"<dl><dt><span class=""line"" id=""tln_1349-speech"">Adr.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1349"">O husband, God doth know you din&rsquo;d at home </span><span class=""line"" id=""tln_1350"">Where would you had remain&rsquo;d vntill this time, </span><span class=""line"" id=""tln_1351"">Free from these slanders, and this open shame.</span></p></dd></dl>"
1352,3,1,"<dl><dt><span class=""line"" id=""tln_1352-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1352"">Din&rsquo;d at home? Thou Villaine, what sayest </span><span class=""line"" id=""tln_1353"">thou?</span></p></dd></dl>"
1354,0,0,"<dl><dt><span class=""line"" id=""tln_1354-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1354"">Sir sooth to say, you did not dine at home.</span></p></dd></dl>"
1355,0,0,"<dl><dt><span class=""line"" id=""tln_1355-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1355"">Were not my doores lockt vp, and I shut out?</span></p></dd></dl>"
1356,1,1,"<dl><dt><span class=""line"" id=""tln_1356-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1356"">Perdie, your doores were lockt, and you shut </span><span class=""line"" id=""tln_1357"">out.</span></p></dd></dl>"
1358,0,0,"<dl><dt><span class=""line"" id=""tln_1358-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1358"">And did not she her selfe reuile me there?</span></p></dd></dl>"
1359,0,0,"<dl><dt><span class=""line"" id=""tln_1359-speech"">Dro.</span></dt><dd><p class=""speech""> Fable, she her selfe reuil&rsquo;d you there.<span class=""line"" id=""tln_1359""><span class=""foreign"">Sans</span></span></p></dd></dl>"
1360,10,1,"<dl><dt><span class=""line"" id=""tln_1360-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1360"">Did not her Kitchen maide raile, taunt, and </span><span class=""line"" id=""tln_1361"">scorne me?</span></p></dd></dl>"
1362,1,0,"<dl><dt><span class=""line"" id=""tln_1362-speech"">Dro.</span></dt><dd><p class=""speech""> she did, the kitchin vestall scorn&rsquo;d you.<span class=""line"" id=""tln_1362""><span class=""foreign"">Certis</span></span></p></dd></dl>"
1363,4,0,"<dl><dt><span class=""line"" id=""tln_1363-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1363"">And did not I in rage depart from thence?</span></p></dd></dl>"
1364,3,1,"<dl><dt><span class=""line"" id=""tln_1364-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1364"">In veritie you did, my bones beares witnesse, </span><span class=""line"" id=""tln_1365"">That since haue felt the vigor of his rage.</span></p></dd></dl>"
1366,1,0,"<dl><dt><span class=""line"" id=""tln_1366-speech"">Adr.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1366"">Is&rsquo;t good to sooth him in these contraries?</span></p></dd></dl>"
1367,11,1,"<dl><dt><span class=""line"" id=""tln_1367-speech"">Pinch.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1367"">It is no shame, the fellow finds his vaine, </span><span class=""line"" id=""tln_1368"">And yeelding to him, humors well his frensie.</span></p></dd></dl>"
1369,18,1,"<dl><dt><span class=""line"" id=""tln_1369-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1369"">Thou hast subborn&rsquo;d the Goldsmith to arrest </span><span class=""line"" id=""tln_1370"">mee.</span></p></dd></dl>"
1371,3,1,"<dl><dt><span class=""line"" id=""tln_1371-speech"">Adr.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1371"">Alas, I sent you Monie to redeeme you, </span><span class=""line"" id=""tln_1372"">By Dromio heere, who came in hast for it.</span></p></dd></dl>"
1373,3,1,"<dl><dt><span class=""line"" id=""tln_1373-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1373"">Monie by me? Heart and good will you might, </span><span class=""line"" id=""tln_1374"">But surely Master not a ragge of Monie.</span></p></dd></dl>"
1375,1,0,"<dl><dt><span class=""line"" id=""tln_1375-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1375"">Wentst not thou to her for a purse of Duckets.</span></p></dd></dl>"
1376,0,0,"<dl><dt><span class=""line"" id=""tln_1376-speech"">Adri.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1376"">He came to me, and I deliuer&rsquo;d it.</span></p></dd></dl>"
1377,1,0,"<dl><dt><span class=""line"" id=""tln_1377-speech"">Luci.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1377"">And I am witnesse with her that she did:</span></p></dd></dl>"
1378,4,1,"<dl><dt><span class=""line"" id=""tln_1378-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1378"">God and the Rope-maker beare me witnesse, </span><span class=""line"" id=""tln_1379"">That I was sent for nothing but a rope.</span></p></dd></dl>"
1380,12,2,"<dl><dt><span class=""line"" id=""tln_1380-speech"">Pinch.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1380"">Mistris, both Man and Master is possest, </span><span class=""line"" id=""tln_1381"">I know it by their pale and deadly lookes, </span><span class=""line"" id=""tln_1382"">They must be bound and laide in some darke roome.</span></p></dd></dl>"
1383,2,1,"<dl><dt><span class=""line"" id=""tln_1383-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1383"">Say wherefore didst thou locke me forth to day, </span><span class=""line"" id=""tln_1384"">And why dost thou denie the bagge of gold?</span></p></dd></dl>"
1385,1,0,"<dl><dt><span class=""line"" id=""tln_1385-speech"">Adr.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1385"">I did not gentle husband locke thee forth.</span></p></dd></dl>"
1386,3,1,"<dl><dt><span class=""line"" id=""tln_1386-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1386"">And gentle M I receiu&rsquo;d no gold: </span><span class=""line"" id=""tln_1387"">But I confesse sir, that we were lock&rsquo;d out.</span></p></dd></dl>"
1388,2,0,"<dl><dt><span class=""line"" id=""tln_1388-speech"">Adr.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1388"">Dissembling Villain, thou speak&rsquo;st false in both.</span></p></dd></dl>"
